ESTACIàN;CàDIGO;X=N;Y=E;MUNICIPIO;CUENCA;A¥O;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;SUMAMESES;PROMEDIOMESES;PROMEDIOMESESNOCERO
Los Arrayanes;2401031;1109880;1040300;Tinjac ;R. Su rez;2005;0;52,7;8;18,1;28;2,3;8,3;41;38;132,5;176;139;643,9;53,66;58,54
Tisquesusa;2120631;1021250;977080;Facatativ ;R. Subachoque;1967;0;0;0;0;22,7;106,9;40,1;38;38,6;94,2;77,1;50,5;468,1;39,01;58,51
Alto Saboya;2401520;1123700;1029290;Saboy ;R. Su rez;1989;108,6;78,8;146;136;177,4;71;48,2;106;79,5;89;94,1;67;1201,6;100,13;100,13
El Hato No. 3;2401054;1072825;1014162;Carmen de Carupa;R. El Hato;1994;108;114;103;85;117;76;150;92;150;143;241;13;1392;116;116
El Espino;2401033;1081440;1038110;Lenguazaque;R. Lenguazaque;2016;22,2;5,9;85,8;106;59,2;28,5;34,8;34,7;49,1;191,6;64,8;38,4;721;60,08;60,08
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;1971;64,2;37,1;118,5;126,9;115,2;45,1;42,3;27;41,8;114,2;87,3;70;889,6;74,13;74,13
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;1987;12;43;117;97;169;25;55;16;69;222;53;31;909;75,75;75,75
Punta de Vega;2401516;1078550;1032470;Ubat‚;R. Suta;1967;0;32,3;66,2;108,3;70,7;96,1;28,4;32,6;28,4;36,1;79,5;42,3;620,9;51,74;56,45
Las Violetas;2120637;973395;931870;Agua de Dios;R. Bogot ;2012;104,4;77,1;64,3;184,7;89,7;17,4;17,8;7;34,2;142,6;54,6;74,4;868,2;72,35;72,35
San Jorge;2120172;990160;987380;Soacha;R. Soacha;2008;42;202;317;320;425;393,5;240;317;119;389;0;0;2764,5;230,38;276,45
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogot ;R. Bogot ;1992;22,9;37,5;58,5;66,1;52,4;31;55,5;44,3;80,1;52,4;129,6;97,1;727,4;60,62;60,62
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1983;6,2;13,7;31,3;190,2;73,3;14,4;25,4;17,8;22,7;49,6;23,2;19,2;487;40,58;40,58
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;2017;14,9;8,7;65,8;47,6;118,6;58,6;11,1;22;10,4;53,5;132,8;45;589;49,08;49,08
El Hato No. 3;2401054;1072825;1014162;Carmen de Carupa;R. El Hato;1983;39;30;65;154;180;62;96;71;28;71;68;54;918;76,5;76,5
Tocancip ;2120104;1040820;1017940;Tocancip ;R. Bogot ;1971;81,5;39;88;209;177;52;62,5;86,5;49;56;60,5;95;1056;88;88
Guanquica No. 1;2120033;1065130;1015270;Tausa;Emb. Neusa;1962;74,6;69,1;87,6;64,5;119,4;90,7;57;57,1;23,1;84,6;193,1;38,4;959,2;79,93;79,93
Esclusa Tol¢n;2401518;1113740;1031620;Chiquinquir ;R. Su rez;1989;69,5;28,8;76,2;148,5;116,5;39,3;72,4;37,9;53,5;173,8;118,9;11,4;946,7;78,89;78,89
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1968;7,3;32,6;23,5;83,3;43,7;74,3;19,4;12;96,3;92,7;74,9;9;569;47,42;47,42
Guatavita;2120562;1034500;1023500;Guatavita;Emb. Tomin‚;2014;49,2;44,3;122,2;56,2;98,3;75,1;54;33;19,4;25,7;53,6;49,6;680,6;56,72;56,72
Almaviva;2120113;1029965;1005600;Ch¡a;R. Bogot ;1996;0;0;0;0;0;21,4;101,9;24,5;0;0;0;0;147,8;12,32;49,27
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;2007;1,2;22,7;17,3;62,6;76,2;144,8;52;86;39,9;99,3;51,7;35,6;689,3;57,44;57,44
El Hato;2401035;1076620;1019050;Carmen de Carupa;R. El Hato;1985;13,9;0,5;60,6;62,4;122;78,1;53,6;116,6;128;147,5;51,6;23,6;858,4;71,53;71,53
Torca;2120077;1021800;1005320;Santafe de Bogot ;R. Bogot ;1977;23,5;56;145,5;185,5;151,5;113,5;103,5;91,5;162;97;362;93,5;1585;132,08;132,08
Usaqu‚n;2120111;1010630;1005770;Santafe de Bogot ;R. Bogot ;1957;48,7;51,1;134,1;92,1;169,6;52,8;57;40,9;39,2;231,6;69,2;38,2;1024,5;85,38;85,38
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;2002;45,4;86,6;222;412,9;181;92,1;32,1;9,6;104,7;155;77,5;138,2;1557,1;129,76;129,76
Pozo Azul;2120181;969200;917550;Girardot;R. Bogot ;1997;0;66,5;84,2;188,2;56,8;85,9;0;1;83,4;154;71,9;92,1;884;73,67;88,4
La Lumbre;2120525;1003730;987701;Santafe de Bogot ;R. Tunjuelo;1967;19,5;22,1;40,5;54,2;107,5;104,5;47,8;23,3;15,3;90;93,8;49,3;667,8;55,65;55,65
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;2018;20,5;34;180,6;306,1;139,3;0;0;0;0;0;0;0;680,5;56,71;136,1
La Uni¢n;2120055;1030640;980540;Subachoque;R. Subachoque;2006;49;12;193,5;216,2;100,9;132;33,3;53;32,9;281,1;67,6;47,1;1218,6;101,55;101,55
El Hato;2401035;1076620;1019050;Carmen de Carupa;R. El Hato;1968;9,1;46,7;62;178,4;44;105,6;40,2;30,9;50,5;63,1;43,7;9,4;683,6;56,97;56,97
Sutatausa;2401521;1071880;1025020;Sutatausa;R. Suta;1992;10,6;92,7;74,5;95,5;26,6;18,1;34,1;29,6;30,6;3,8;129,5;44,1;589,7;49,14;49,14
La Pradera;2120044;1044880;993954;Subachoque;R. Subachoque;2016;11,3;41;84,2;172,1;133,4;43;54,4;49,2;58,3;93,8;147,4;70,4;958,5;79,88;79,88
Sta Isabel;2120787;1043930;1001520;Tabio;R. Fr¡o;1975;30;162;135;131;99;84;141;93;55,5;173;127;152;1382,5;115,21;115,21
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1960;102,5;79;54;131;106;86;79;83;56,5;167;40;116;1100;91,67;91,67
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;1997;121,5;29,5;24,8;70,1;46,1;109,1;76,4;47,5;30,3;43,2;66,4;8,2;673,1;56,09;56,09
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1970;79,5;48;20;66;97;142;132;57;101;84;27;15;868,5;72,38;72,38
Los Lagos;2120635;990700;963500;Viot ;R. Calandaima;1992;75;55,7;53;73,1;95,9;21,5;74;87,4;63,5;78,3;232,9;197,2;1107,5;92,29;92,29
San Miguel de Sema;2401531;1102290;1040620;San Miguel de Sema;Lag. F£quene;1996;60,4;83,5;170,3;142,6;130,7;75,7;68,8;59,3;52;244,9;150,2;135,6;1374;114,5;114,5
El Hato;2401035;1076620;1019050;Carmen de Carupa;R. El Hato;1961;19,6;11;43,3;80,4;51,7;107,4;81,2;40,4;34;131,5;105,5;12;718;59,83;59,83
El Hato No. 5;2401056;1068490;1013862;Carmen de Carupa;R. El Hato;1988;74;137;118;188;208;284;272;323;286;320;328;207;2745;228,75;228,75
Zipaquir ;2120074;1047850;1007620;Zipaquir ;R. Negro;1974;18;104;85;62,3;89,7;52,9;34,5;106;126,3;181;187;74;1120,7;93,39;93,39
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;1976;8,7;32,4;85,5;92,8;101,6;90,7;52,6;50,6;67,2;124,3;74,7;28,2;809,3;67,44;67,44
San Jorge;2120172;990160;987380;Soacha;R. Soacha;1991;16,6;21,8;159,4;57,1;67,4;32,1;70,9;77,9;46,7;50,1;100,9;55,3;756,2;63,02;63,02
Los Lagos;2120635;990700;963500;Viot ;R. Calandaima;1991;89,2;25,5;391;186;95,1;83,1;66;32,4;101,5;100;257;224;1650,8;137,57;137,57
El Fute;2120166;1002150;977280;Soacha;R. Bogot ;2014;24,6;39,3;32,9;29;81;31,2;17,1;13,5;35;89;76,2;46;514,8;42,9;42,9
Las Cintas;3509509;1112800;1133900;Aquitania;Lag. Tota;1993;34,8;28,6;61,5;119,4;197,6;183;230,2;98,5;89,6;98,9;81,3;7,6;1231;102,58;102,58
Los Pinos;2312019;1070730;1005190;Tausa;R. Negro;2017;88;78;182,2;73;0;0;0;0;2,2;61,2;201,9;40;726,5;60,54;90,81
San Jorge;2120172;990160;987380;Soacha;R. Soacha;1981;0;8,9;23,8;137,6;153,3;46,9;18,7;28,7;51,4;67,8;183,1;38,2;758,4;63,2;68,95
Sutatausa;2401521;1071880;1025020;Sutatausa;R. Suta;2004;5,3;11,2;0;0;0;0;0;0;0;0;0;0;16,5;1,38;8,25
Alto Saboya;2401520;1123700;1029290;Saboy ;R. Su rez;1994;29;147;195;271;82;54;70;20;124;228;164;31;1415;117,92;117,92
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;2005;38;29;48;59;132;24;66;79;60;180;105;56;876;73;73
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1980;8,4;19,8;7,6;52,4;49,6;56,4;6,8;29,7;15,1;46,9;59,3;42,1;394,1;32,84;32,84
San Miguel de Sema;2401531;1102290;1040620;San Miguel de Sema;Lag. F£quene;2013;18,2;169,8;155,2;182;111,3;18,8;11,6;25,6;67,1;229,2;259,8;53,3;1301,9;108,49;108,49
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1975;15;71,2;78,5;34,5;82,5;38,9;58,8;51,5;62,9;60,6;69,8;66,9;691,1;57,59;57,59
Sta Isabel;2120787;1043930;1001520;Tabio;R. Fr¡o;1971;28;65;70;76;81;47;10;79;60;86;67;38;707;58,92;58,92
Acandy;2120141;1051680;1019820;Nemoc¢n;R. Checua;1993;17;11;57;104;163;67;95;35;76;32;67;19;743;61,92;61,92
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;1985;33,7;1;52,7;95,1;79,3;32,2;20,2;25,3;95,8;170,1;86,9;31,8;724,1;60,34;60,34
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;1993;14,1;4,4;22,4;86,3;59,2;178;109,6;94,4;73;57,5;352,3;18,5;1069,7;89,14;89,14
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;1997;190,1;39,7;88,1;149,4;116,6;67,5;8,5;15,5;71,5;165,7;116,6;140,2;1169,4;97,45;97,45
Negrete;2306308;991879;1055051;Pacho;Rionegro;2011;141,6;242,5;269,7;456,9;283,3;95,3;0;77,4;65,2;280,5;396,3;289,8;2598,5;216,54;236,23
Potrerito;3509505;1097510;1125520;Aquitania;Lag. Tota;1991;8;6;109,2;77,3;116,2;93,8;108,4;131,8;81,9;96,6;62,2;24,4;915,8;76,32;76,32
Pozo Azul;2120181;969200;917550;Girardot;R. Bogot ;1993;137,9;87,9;81,6;323,9;50,5;10,6;0;22;94,6;127,2;200,1;152,1;1288,4;107,37;117,13
Hato El Hda;2401536;1076689;1019172;Carmen de Carupa;R. Su rez;2002;15,2;13,8;76;77;61,2;41,8;11;23;4,6;30,6;0;0;354,2;29,52;35,42
El Charquito;2120175;993950;977900;Soacha;R. Balsillas;1990;11,6;47;27;144,6;93,8;32,6;24,2;24;38,8;107,4;84,5;0;635,5;52,96;57,77
El Hato No. 3;2401054;1072825;1014162;Carmen de Carupa;R. El Hato;1986;31;72;59;80;59;84;102;58;110;183;0;0;838;69,83;83,8
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;1985;14,9;52,1;67,6;90,2;110,9;54;26,9;49,9;159,8;148,7;72;45,1;892,1;74,34;74,34
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2015;16;15,7;66;41;36,3;131,5;57,8;49,7;9,7;14,1;80,9;16,7;535,4;44,62;44,62
La Victoria;2120640;985690;941710;Tocaima;R. Bogot ;2004;13,3;119,8;110,7;128,6;118;9,1;37,7;12,2;48,4;58,1;125,5;93,7;875,1;72,93;72,93
Agua Fr¡a;2306033;1056980;957820;Quebradanegra;R. Tobia;2007;43,9;0;0;350,1;178,1;41,1;88;86,4;68,9;460,3;181,8;161,9;1660,5;138,38;166,05
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;2001;27,8;4,5;56,2;11;58,1;24;12,2;0;54,5;18,9;34,7;53,4;355,3;29,61;32,3
Tres Esquinas;2401044;1087270;1025000;Susa;R. Susa;2018;73;59;168;0;0;0;0;0;0;0;0;0;300;25;100
Zipaquir ;2120074;1047850;1007620;Zipaquir ;R. Negro;1965;38;9;29;219;123,2;11,9;23,2;20,5;13,2;95,6;180,5;29;792,1;66,01;66,01
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;2006;96,8;95,9;132,7;170,7;134;178,9;34,6;119,3;19,6;34,5;116,6;89,9;1223,5;101,96;101,96
Argelia;2120644;974200;925400;Ricaurte;R. Bogot ;1992;54,5;78,5;57,3;120,3;240;28,1;22,5;3,1;106,2;61,7;129,5;26,6;928,3;77,36;77,36
Los Arrayanes;2401031;1109880;1040300;Tinjac ;R. Su rez;1983;36;25;90;248;102;61;17;10,5;6;94,5;122,5;185;997,5;83,13;83,13
El Pedregal;2401049;1070160;1022050;Sutatausa;R. Suta;2015;24,7;29;63,3;6,4;13,2;43,7;44;16,8;4,9;16,5;56,2;7,6;326,3;27,19;27,19
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;2012;161,1;110,5;178,2;251,4;65,2;47,8;39,7;154,5;33,6;203,5;148,2;148,5;1542,2;128,52;128,52
Sta Ana;2120073;1054740;1021760;Nemoc¢n;R. Checua;1964;6,9;33,4;0;98,7;96,9;80,6;55,5;13,2;20,7;76,4;30,7;27,5;540,5;45,04;49,14
El Placer;2123502;1007762;928174;Puli;R. Magddalena;2018;95,9;20;126,3;0;0;0;0;0;0;0;0;0;242,2;20,18;80,73
San Jorge;2120172;990160;987380;Soacha;R. Soacha;2007;0;12,3;26,3;64,8;32,8;57,7;34,9;53,1;48;588;191;357;1465,9;122,16;133,26
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;1941;19,2;8,1;51,6;54,4;143,8;74,2;150,6;98,5;22,3;171;63,1;17;873,8;72,82;72,82
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;2008;23,4;50,1;95,6;190,4;147;112,7;86,1;115,9;107,8;98,1;209,8;74,6;1311,5;109,29;109,29
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1950;97,3;142;74,2;206,8;172;164,2;130,7;129,3;85,9;275,5;164,2;86,7;1728,8;144,07;144,07
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1969;81,5;71;7;186,5;105;94,9;54;74;84;167,8;97;53;1075,7;89,64;89,64
Edificio CAR;2120058;1000000;1000000;Santafe de Bogot ;Bogot ;2015;15,2;43,8;105,4;79,8;29,2;49,5;31;20,4;36,1;57,8;28,2;1,8;498,2;41,52;41,52
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;2014;7,7;39,9;52,6;68,1;102,2;162;165,4;110;80,8;85,9;68,7;55,3;998,6;83,22;83,22
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2018;4,6;19,1;46,3;0;0;0;0;0;0;0;0;0;70;5,83;23,33
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;2008;55,8;20,8;30,6;64,8;68,6;0;0;0,4;0;0;0;0;241;20,08;40,17
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;1976;3,7;53,6;113;167,6;127;122,1;105,2;49,2;63,4;105;118,5;41,5;1069,8;89,15;89,15
Acandy;2120141;1051680;1019820;Nemoc¢n;R. Checua;1999;20,4;56,1;116,4;24,8;56,3;84,1;33,7;51,2;94,7;125,3;116,5;35,3;814,8;67,9;67,9
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;1992;15,1;23;202,2;52,6;73,1;59,8;121,9;123,9;33,7;36,9;115;80,3;937,5;78,13;78,13
El Hato No. 3;2401054;1072825;1014162;Carmen de Carupa;R. El Hato;1980;18;51;46;56;89;153;34;42;73;79;40;28;709;59,08;59,08
La Lumbre;2120525;1003730;987701;Santafe de Bogot ;R. Tunjuelo;1984;41,9;48,9;36,4;59,4;105,5;75,2;22,8;54,6;53;0;0;23;520,7;43,39;52,07
Esclusa Tol¢n;2401518;1113740;1031620;Chiquinquir ;R. Su rez;2006;0;0;0;0;0;0;0;32,2;48,4;187,4;214;90,2;572,2;47,68;114,44
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;1996;122,2;63,1;154;65,4;245,9;116,2;112,6;43,8;89,2;307,6;205,2;152,3;1677,5;139,79;139,79
Sutatausa;2401521;1071880;1025020;Sutatausa;R. Suta;1991;17,3;35,3;122,5;78;84,9;31,9;37,6;37,5;19,9;34,9;135,8;72,7;708,3;59,03;59,03
Guarani El Pe¤¢n;2120060;980870;976070;Sibat‚;Emb. Mu¤a;1976;52;120;157,2;162;99;37;15;14;122;254;58;56;1146,2;95,52;95,52
El Hato No. 8;2401059;1074560;1019888;Carmen de Carupa;R. El Hato;1985;20;0;37;90;163;72;54;37;131;297;95;48;1044;87;94,91
Torca;2120077;1021800;1005320;Santafe de Bogot ;R. Bogot ;1995;26,3;81,9;153,2;150,5;40,7;41,2;52,7;84,4;7,8;34,3;35;66,6;774,6;64,55;64,55
El Encanto;2120138;1064300;1020600;Tausa;R. Suta;1964;48;61;0;86;93;76;41;24;14;53;75;13;584;48,67;53,09
El Hato No. 4;2401055;1069875;1012800;Carmen de Carupa;R. El Hato;1989;0;0;0;109;33;22;69;25;46;10;43;33;390;32,5;43,33
Los Lagos;2120635;990700;963500;Viot ;R. Calandaima;1993;146;125,3;109,2;255;155,8;55;52;41;197;131;232;238;1737,3;144,78;144,78
San Miguel de Sema;2401531;1102290;1040620;San Miguel de Sema;Lag. F£quene;1963;48;75;294,5;230,5;133,5;85;48,5;58;8;171,5;265,6;46;1464,1;122,01;122,01
Barrancas;2120633;1062200;1025740;Tausa;R. Checua;1966;0;0;0;0;0;0;0;20;45;102;108,7;93;368,7;30,73;73,74
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;2016;22,4;2,9;108,2;148,2;78,2;18,8;36,3;21,9;35;122,6;80,4;73,5;748,4;62,37;62,37
La Lumbre;2120525;1003730;987701;Santafe de Bogot ;R. Tunjuelo;1988;9;25,5;6,5;74,4;51,6;41;27,5;15;11,9;0;0;0;262,4;21,87;29,16
Paraiso Perdido;2120634;987300;976800;Sibat‚;Emb. Mu¤a;1990;18,5;70,2;40,5;21,5;77,7;16,6;29,9;17,8;22,8;120,7;61,6;65,3;563,1;46,93;46,93
Sta Isabel;2120176;1044050;1001070;Tabio;R. Fr¡o;1993;18,3;4;0;51,5;59,2;7;3;25,6;39,9;19,3;0;0;227,8;18,98;25,31
Entrer¡os;2120611;1005680;981300;Mosquera;R. Basillas;1981;5;17;7;152;96;41;23;29;18;0;0;0;388;32,33;43,11
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;1965;33,9;9,8;24,7;169,7;143,4;101,1;161,1;118,6;52,9;98,6;69,6;20;1003,4;83,62;83,62
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;2001;51,1;56,2;156;11,1;112,2;49,2;36,3;1,5;47,2;117,8;127,2;85,2;851;70,92;70,92
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;1964;18,9;51,4;14,3;200,2;109,3;120,7;59;32,6;32,2;74,1;57,2;38,9;808,8;67,4;67,4
Las Margaritas;2120071;1026200;980750;Subachoque;R. Subachoque;2017;10;18;233;95;204;135;55;73;64;181;207;87;1362;113,5;113,5
El Hato No. 4;2401055;1069875;1012800;Carmen de Carupa;R. El Hato;1975;3;79;103;110;65;98;88;87;89;154;163;158;1197;99,75;99,75
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1972;68;47,5;145;223,5;135;148;96,5;54;20;41;104,4;36,2;1119,1;93,26;93,26
La Ramada;2120516;1011430;989110;Funza;R. Bogot ;2016;2,6;28,2;72,9;133,3;129,3;47,5;53,4;43,1;89,7;84,3;6,5;37,9;728,7;60,73;60,73
Argelia;2120644;974200;925400;Ricaurte;R. Bogot ;1997;35,9;20,6;95,6;98,5;63;50,7;0,4;0,9;59,3;104,5;11,2;4;544,6;45,38;45,38
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;1992;15,7;24,3;32,6;21,3;56;22,7;44;41,5;73,6;28,5;151,5;76;587,7;48,98;48,98
Tota;3509506;1107000;1121000;Tota;Lag. Tota;1980;0;5;20;88;78;115;112;104;74;129;16;41;782;65,17;71,09
El Hato No. 8;2401059;1074560;1019888;Carmen de Carupa;R. El Hato;1992;43;10;20;30;10;10;26;65;30;0;105;66;415;34,58;37,73
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;1999;100,4;88,7;62,2;93,2;99,4;111,1;63,9;46,2;218,9;219,5;40,9;88,9;1233,3;102,78;102,78
Sutamarch n;2401029;1113200;1050440;Sutamarch n;R. Sutamarch n;2015;26;59,5;76,8;111,2;14,7;10;14,2;7,3;28,3;46,5;51;2;447,5;37,29;37,29
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1988;5;37;16;89;67;85;128;26;43;86;82,1;40;704,1;58,68;58,68
El Cedral;2120213;1051600;1008860;Cogua;R. Neusa;2018;23,4;25,8;81;133,7;0;0;0;0;0;0;0;0;263,9;21,99;65,98
La Gacha;2401045;1117240;1042890;Saboy ;R. Su rez;1972;121;90;145;315;160;57;50;172;82;155;284;135;1766;147,17;147,17
Tota;3509506;1107000;1121000;Tota;Lag. Tota;1978;0;8;95;281;202;157;93;100;107;158;72;43;1316;109,67;119,64
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1993;36,2;48,7;33,8;103,5;127,6;10,8;19,9;10,7;46,8;45,1;105,1;12,8;601;50,08;50,08
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;1998;0;4,3;77,2;43,3;190,2;108,9;111,8;49,5;52,6;49,1;38,9;36,4;762,2;63,52;69,29
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;2014;24,7;17,8;109;131;128,5;288,5;219,1;114,5;63,1;83,7;158,2;58,5;1396,6;116,38;116,38
Las Margaritas;2120071;1026200;980750;Subachoque;R. Subachoque;1961;68;11,2;59,1;108,6;27,1;115,9;54,3;26,1;33,7;110;127,2;31,5;772,7;64,39;64,39
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;1975;5,1;57,3;32;77,7;93,5;84,5;58,3;82,2;73,9;157,2;50,5;66,6;838,8;69,9;69,9
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;1968;14,1;35,7;56,5;142,4;82,3;83,7;33,3;21,7;49,9;101,8;100,1;18,9;740,4;61,7;61,7
