ESTACIàN;CàDIGO;X=N;Y=E;MUNICIPIO;CUENCA;A¥O;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;SUMAMESES;PROMEDIOMESES;PROMEDIOMESESNOCERO
Sta Teresa;2120103;1017300;1017200;La Calera;R. Teusac ;2017;88,7;71,7;162,1;63,9;170,2;172,9;142;84,6;59,8;61;97,8;60,5;1235,2;102,93;102,93
Tatambo;2120636;967800;924000;Ricaurte;R. Bogot ;1995;4,5;40;16,6;154,2;87,3;130,1;63,2;34,6;80,5;151,4;56;69,1;887,5;73,96;73,96
Las Margaritas;2120071;1026200;980750;Subachoque;R. Subachoque;2005;65;27,5;47;175;412;91,5;120;165;175;360;315;69;2022;168,5;168,5
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;2017;31,4;45;151,9;51,9;124,1;121,8;141,6;61,5;49,3;70,8;46,9;53,7;949,9;79,16;79,16
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;1994;139;55;79;96;104;36;27;16;70;128;149;5;904;75,33;75,33
La Virginia;2120046;1037985;1001130;Tabio;R. Fr¡o;1961;108,7;24,9;75,2;92,1;18,5;79,9;94,9;45,6;42,2;146,8;117,1;4,6;850,5;70,88;70,88
Guarani El Pe¤¢n;2120060;980870;976070;Sibat‚;Emb. Mu¤a;1991;42,8;14,5;313;157,9;66,6;39,2;71,9;70,2;86,3;103,7;166,7;152,4;1285,2;107,1;107,1
Tisquesusa;2120631;1021250;977080;Facatativ ;R. Subachoque;1997;35,8;13,3;42,8;107,4;18,1;38,2;18,4;4;10,9;65,7;46,8;0,3;401,7;33,48;33,48
Las Violetas;2120637;973395;931870;Agua de Dios;R. Bogot ;2008;86,2;164,8;112,4;157,8;269,4;40,2;23,8;160,3;179,4;129,6;199,9;55;1578,8;131,57;131,57
Tocancip ;2120104;1040820;1017940;Tocancip ;R. Bogot ;1988;0;7,5;4,5;28,5;21,5;76;16;44,5;125,5;196,5;101,5;66,5;688,5;57,38;62,59
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;2001;3,8;11;66;2,8;38,6;16;12,8;27,6;122,6;86,8;49;47,6;484,6;40,38;40,38
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1982;18;21;69;161;112;90,7;146;147;64;66;43;17;954,7;79,56;79,56
Zipaquir ;2120074;1047850;1007620;Zipaquir ;R. Negro;1990;27,2;32,1;0;98;51,9;26,6;13,7;0;0;0;0;0;249,5;20,79;41,58
San Miguel de Sema;2401531;1102290;1040620;San Miguel de Sema;Lag. F£quene;1984;161,5;167;191;103;165;88;89,5;100,5;136;216;186,2;88,4;1692,1;141,01;141,01
Las Violetas;2120637;973395;931870;Agua de Dios;R. Bogot ;1992;34,2;20,1;68,9;78,4;179,3;38,2;41,9;7;59,3;31,7;96,9;55,3;711,2;59,27;59,27
Bat n;2119046;931500;967600;Pasca;R. Bat n;2005;53,2;63,5;45,7;132;220,6;94,9;113,8;83,2;84;213,9;158,7;62,4;1325,9;110,49;110,49
Torca;2120077;1021800;1005320;Santafe de Bogot ;R. Bogot ;2015;66,3;76,5;50,7;37,7;61;97,4;68,3;52;32,9;21,3;31,8;4,9;600,8;50,07;50,07
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;1987;15,1;14,2;72;88,8;104,9;18,4;45;25;67,1;223;77,7;30,1;781,3;65,11;65,11
San Jorge;2120172;990160;987380;Soacha;R. Soacha;1962;54,6;6,8;79,9;105;96,7;95,7;50,4;61,5;41,6;62,6;118,1;16,3;789,2;65,77;65,77
Represa El Hato;2401534;1076689;1019172;Carmen de Carupa;R. Su rez;2014;12,6;45,3;147;65,4;80,3;36,5;18,3;17,2;13,6;55,1;41;39,2;571,5;47,63;47,63
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;1964;0,2;13,2;2;162,9;98,6;134,6;31,6;23,2;29,1;69,2;97,7;56,8;719,1;59,93;59,93
La Uni¢n;2120055;1030640;980540;Subachoque;R. Subachoque;2009;51;68;156;102;80;115;13;18;20;125;192;5;945;78,75;78,75
El Morro;2401050;1091050;1053350;Samaca;R. Teatinos;1966;0;0;0;0;0;0;0;19,9;140,8;83,6;157,5;117,3;519,1;43,26;103,82
Sta Ana;2120073;1054740;1021760;Nemoc¢n;R. Checua;1962;18,2;31,9;81,3;63;121,5;112,3;54,2;68,6;31,3;75,4;141,8;52,4;851,9;70,99;70,99
El Hato No. 5;2401056;1068490;1013862;Carmen de Carupa;R. El Hato;1997;89;100;89;81;107,1;140;159;132;54;101;10;0;1062,1;88,51;96,55
Los Arrayanes;2401031;1109880;1040300;Tinjac ;R. Su rez;1962;91,5;29;143;148;158,5;120,5;34;57,5;58;114,5;250,5;124;1329;110,75;110,75
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;2018;42;73,2;94,6;0;0;0;0;0;0;0;0;0;209,8;17,48;69,93
El Olarte;3509504;1093500;1123540;Aquitania;Lag. Tota;1986;125,4;66,1;41,8;39,3;64,6;23,9;43,2;47;45,7;56,7;75,4;95;724,1;60,34;60,34
Potrerito;3509505;1097510;1125520;Aquitania;Lag. Tota;1983;0;23,2;58,2;147,1;93,3;81,3;130,8;141,3;71,6;67,4;36,2;45,7;896,1;74,68;81,46
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;1999;52,6;3,5;38,7;141,7;103,7;119,6;83,6;85,1;97,2;190,8;169,9;69,3;1155,7;96,31;96,31
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;1970;44,4;53,6;21,3;34,5;121,7;76,7;74,7;55,9;108,8;125,6;97,8;12,5;827,5;68,96;68,96
Los Arrayanes;2401031;1109880;1040300;Tinjac ;R. Su rez;1969;48;79,1;56;154,6;125;44;12,5;16,5;109,2;220,5;202;129,5;1196,9;99,74;99,74
El Hato No. 8;2401059;1074560;1019888;Carmen de Carupa;R. El Hato;1990;74;80;126;259;123;48;99;70;10;229;75;105;1298;108,17;108,17
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1974;29;81,5;91;130,8;91,3;42;44,5;93;133;199;195;30;1160,1;96,68;96,68
La Virginia;2120046;1037985;1001130;Tabio;R. Fr¡o;1968;9,2;64,6;44,6;130,8;142,5;120;46,7;38,8;65,7;143,5;122,8;20,9;950,1;79,18;79,18
Pedro Palo;2120178;1009920;965470;Tena;R. Bogot ;2015;50,3;209;144,2;74,6;53,6;66,6;42,2;1,9;29,7;0;0;0;672,1;56,01;74,68
Paraiso Perdido;2120634;987300;976800;Sibat‚;Emb. Mu¤a;2003;9;20;51,6;115,6;14,5;4,7;66,2;37,6;40,4;196,5;95,2;12,7;664;55,33;55,33
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1972;40,4;16,8;65;80,9;85,3;62,7;25,6;19,3;5,5;48,6;96,3;29,3;575,7;47,98;47,98
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;1983;20;28;108;183;150;23;73;50;21;110;69;97;932;77,67;77,67
Esclusa Tol¢n;2401518;1113740;1031620;Chiquinquir ;R. Su rez;1993;60,7;58,6;105,8;94;196,8;13;32,8;29,4;51,1;142;158;111,5;1053,7;87,81;87,81
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;1981;25,9;82,8;66,6;247,2;257,2;38,9;7;56,6;31,2;111,6;154,1;74,4;1153,5;96,13;96,13
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;2009;0;38,7;56,5;96,1;52,5;113,1;147,8;87,7;66,7;106,1;40,6;28,5;834,3;69,53;75,85
Alco;2120159;1041700;1008000;Cajic ;R. Bogot ;1980;0;0;0;0;0;31,1;18,9;40,1;9,4;14,8;43,5;66,3;224,1;18,68;32,01
El Pino;2401716;1074000;1026000;Sutatausa;R. Suta;1966;2,3;20,3;70,3;22;41,8;85,8;15;21;24,2;70,5;31,8;49,3;454,3;37,86;37,86
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;1967;28;17,9;56;92,2;104,1;64,2;21,9;45,9;21,2;49,2;89,5;44,4;634,5;52,88;52,88
El Cedral;2120213;1051600;1008860;Cogua;R. Neusa;2017;37,1;23;198;77,3;63,4;90,6;14,3;2;37,6;51;48,8;137,8;780,9;65,08;65,08
Zipaquir ;2120074;1047850;1007620;Zipaquir ;R. Negro;1975;30,5;89,5;112;77,2;97,3;47;106;78;155;171;104;134,6;1202,1;100,18;100,18
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1992;26;25;19,5;38,4;27,5;8,7;14,5;23,3;56,5;69,4;91,4;42,5;442,7;36,89;36,89
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1987;16;38;33;127;197;52;79;72,7;66,9;142,5;72,7;44,4;941,2;78,43;78,43
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;1975;2;56;91;108;92;72;106;54;76;186;117;203;1163;96,92;96,92
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;1991;0;0;118,3;61,7;31,2;56,5;48,2;29,7;10,8;37,1;165;32,8;591,3;49,28;59,13
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1995;15,5;6,5;46,7;45,8;15,3;0;0;0;9,9;34,1;34,8;49,3;257,9;21,49;28,66
El Hato No. 3;2401054;1072825;1014162;Carmen de Carupa;R. El Hato;1978;0;33;134;180;117;70;34;69;72;127;0;44;880;73,33;88
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;2012;50,9;66,6;174;223,4;135,1;156;206,7;142,5;94;153;54,3;87;1543,5;128,63;128,63
Los Colorados;3509507;1100220;1134650;Aquitania;Lag. Tota;1995;13,3;11,1;48,7;111,3;234,3;178,6;192,5;160,9;102,4;68,7;32;73,6;1227,4;102,28;102,28
San Miguel de Sema;2401531;1102290;1040620;San Miguel de Sema;Lag. F£quene;1969;47,5;111,5;78,5;231,5;104;62;22;9;118;194;116,5;175,5;1270;105,83;105,83
Guarani El Pe¤¢n;2120060;980870;976070;Sibat‚;Emb. Mu¤a;2007;61;49;57;85;86;118;57;130;28;237,3;42;222;1172,3;97,69;97,69
Esclusa Tol¢n;2401518;1113740;1031620;Chiquinquir ;R. Su rez;1959;4;41;85;112;87;56;21;84;79;129;125;62;885;73,75;73,75
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;2003;5;61;51;135;36;31;36;10;50;155;108;69;747;62,25;62,25
La Gacha;2401045;1117240;1042890;Saboy ;R. Su rez;1968;9;47;49;211;56;85;2;10;55;124;85;23;756;63;63
El Coche;2120194;1034300;1026400;Guatavita;R. Aves;1999;25,1;74,1;100,9;113,2;43,9;75,8;23,1;65,2;99,2;147,3;95,6;101,3;964,7;80,39;80,39
Usaqu‚n;2120111;1010630;1005770;Santafe de Bogot ;R. Bogot ;1961;65,6;6,8;110,7;91,8;10,8;32,2;16;26,9;39,4;167,3;141,2;3,9;712,6;59,38;59,38
San Jorge;2120172;990160;987380;Soacha;R. Soacha;2002;5,8;55;37,8;179,7;570,3;157,3;54,2;66,9;95,6;42,6;20,6;47;1332,8;111,07;111,07
Tisquesusa;2120631;1021250;977080;Facatativ ;R. Subachoque;1984;27,7;110;46,6;78,3;83,5;91;40,9;59,8;67,6;96,7;86,8;31,8;820,7;68,39;68,39
Barrancas;2120633;1062200;1025740;Tausa;R. Checua;2013;9,8;59;81,6;105,1;114,1;26,3;57,5;62,1;37,1;62,3;122,4;41,9;779,2;64,93;64,93
Sutamarch n;2401029;1113200;1050440;Sutamarch n;R. Sutamarch n;2010;10,3;86,3;36,7;195,9;151,3;63,2;79,7;1,7;128,4;118,6;177,7;83,1;1132,9;94,41;94,41
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;2017;57;48;20,5;40,8;15,6;38,8;38,4;21;28,3;129,6;18,5;29,5;486;40,5;40,5
San Jorge;2120172;990160;987380;Soacha;R. Soacha;1976;11,2;13,1;81,9;90;100,8;62,5;38,6;35,8;37,7;71,8;77,6;58,9;679,9;56,66;56,66
Barrancas;2120633;1062200;1025740;Tausa;R. Checua;1967;12;13;108;92;57;85;51;52;38;74;100;59;741;61,75;61,75
Manjui;2120174;1022500;965100;Facatativ ;R. Bojac ;2014;1,4;46,4;31,3;53,9;145,2;96,7;85,2;22,3;73;169,6;144,4;50,8;920,2;76,68;76,68
Las Margaritas;2120071;1026200;980750;Subachoque;R. Subachoque;1996;55;60;90;85;182,5;205;170;55;75,5;235;45;30;1288;107,33;107,33
La Victoria;2120640;985690;941710;Tocaima;R. Bogot ;2011;62,7;69,8;228,7;311;227,7;10,3;39,7;43;82,3;96,7;169,6;128;1469,5;122,46;122,46
Los Pinos;2312019;1070730;1005190;Tausa;R. Negro;1983;96;32;98;255;99;0;36;22;0;157;127;105;1027;85,58;102,7
El Hato No. 4;2401055;1069875;1012800;Carmen de Carupa;R. El Hato;1978;0;31;169;167;103;103;70;87;88;119;74;50;1061;88,42;96,45
Esclusa Tol¢n;2401518;1113740;1031620;Chiquinquir ;R. Su rez;1992;32,6;70,7;37;95,7;84,2;22,2;35,2;23;72,7;52,4;95,8;84,6;706,1;58,84;58,84
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;1982;53,9;33,1;90,8;225;134,5;100,6;214,4;200,3;111,6;116,2;49,9;14,8;1345,1;112,09;112,09
Montecillos;2120195;1035750;1029000;Guatavita;R. Aves;2018;44;34,9;47,9;0;0;0;0;0;0;0;0;0;126,8;10,57;42,27
San Jorge;2120172;990160;987380;Soacha;R. Soacha;1996;37;64;81,2;47;62,8;23;74;27,9;33,6;72,4;58,1;29,2;610,2;50,85;50,85
Col Jos‚ de Caldas;2120190;983520;949766;Viot ;R. Calandaima;2018;21,9;143,2;159,3;318,8;194,7;0;0;0;0;0;0;0;837,9;69,83;167,58
La Victoria;2120640;985690;941710;Tocaima;R. Bogot ;2018;35,6;47,6;101,9;0;0;0;0;0;0;0;0;0;185,1;15,43;61,7
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;2000;27;95;105;26;79;48;73;40;144;119;145;47;948;79;79
Sta Rita;2312012;1111600;1016550;Pauna;R. Minero;2017;55,9;53;213,6;133,9;103,9;141,6;36;90,3;69,2;243,1;142,5;46,3;1329,3;110,78;110,78
Zipaquir ;2120074;1047850;1007620;Zipaquir ;R. Negro;1937;40,7;50,2;41,6;53;92,7;53,4;21,5;45,7;0;83,8;9,8;31,9;524,3;43,69;47,66
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;1981;20,2;35,3;13,4;195;174,7;65,5;32;56,9;58,4;82,2;80,7;18,2;832,5;69,38;69,38
La Primavera;2120557;1029900;985090;Subachoque;R. Subachoque;1950;0;0;0;0;0;0;0;0;0;17,5;0,5;0;18;1,5;9
El Local;2120133;1043600;1040400;Sesquile;Emb. Sisga;2016;0;0;54,7;138,1;90,4;0;19,4;4,5;0;0;0;0;307,1;25,59;61,42
El Olarte;3509504;1093500;1123540;Aquitania;Lag. Tota;1987;2,2;9,9;29,5;68;143,9;119,8;89,4;52,4;49,6;54;41,4;23,6;683,7;56,98;56,98
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;1965;6;14;14,5;185;175,5;51,5;92,5;78;40,5;129;126;15;927,5;77,29;77,29
Agua Fr¡a;2306033;1056980;957820;Quebradanegra;R. Tobia;2003;28,7;60,8;89,7;139,4;22,8;0;0;0;0;0;0;0;341,4;28,45;68,28
Guanquica No. 1;2120033;1065130;1015270;Tausa;Emb. Neusa;1972;70,1;15,1;61,8;131,8;84,8;85,9;32,5;32,6;27,2;39,4;68;9,4;658,6;54,88;54,88
El Hato;2401035;1076620;1019050;Carmen de Carupa;R. El Hato;1988;10,7;47,6;32,4;79,6;61,1;73,2;45,2;69,1;100,9;107,9;111,1;57,9;796,7;66,39;66,39
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1986;24;46,5;52,5;86,3;108,4;146,9;22,7;11,6;73,4;74,2;89,8;11,6;747,9;62,33;62,33
Simijaca;2401513;1100820;1024760;Simijaca;R. Simijaca;2016;0;12;87;157;145;9;27,2;13,6;35,8;127,2;74;79,3;767,1;63,93;69,74
Am‚rica;2120215;1107160;1132748;Viot ;Lag. Tota;2017;220,6;112,9;287,4;211,7;266,5;118,3;39,6;36;162,4;189,6;541,1;290,2;2476,3;206,36;206,36
El Hato No. 4;2401055;1069875;1012800;Carmen de Carupa;R. El Hato;1992;40;24;45;92;88;92;0;0;0;0;0;0;381;31,75;63,5
El Hato No. 5;2401056;1068490;1013862;Carmen de Carupa;R. El Hato;1980;22;68;30;88;123;199;54;82;122;171;82;32;1073;89,42;89,42
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;1984;52,7;155,9;162;103,6;132,5;63;37,5;61,2;139,5;161,2;176,7;43;1288,8;107,4;107,4
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;2017;101,3;54,2;243,2;46,6;239,1;268,4;212,1;61;29,9;30,8;123,9;176,4;1586,9;132,24;132,24
Esclusa Merch n;2401043;1121150;1035700;Saboy ;R. Su rez;2016;34,3;44;75,8;191,2;149,7;45,1;58,7;37,9;39,5;148,5;160;187,1;1171,8;97,65;97,65
Argelia;2120644;974200;925400;Ricaurte;R. Bogot ;2010;69,5;13,1;7,2;243,7;196,2;115,6;79,6;70,8;99,4;37,9;47,9;48,4;1029,3;85,78;85,78
Potrerito;3509505;1097510;1125520;Aquitania;Lag. Tota;1997;44;9,5;31,5;69,8;75,9;0;0;0;0;0;0;0;230,7;19,23;46,14
El Salitre;2120088;1064200;1008400;Tausa;Emb. Neusa;2008;35;50,9;47,2;130,1;0;75,5;95,8;98,9;90;124,3;161,6;56,3;965,6;80,47;87,78
Los Arrayanes;2401031;1109880;1040300;Tinjac ;R. Su rez;1995;7;44;116,6;139,2;43,2;76;46,5;140,3;60,5;210,3;147;155;1185,6;98,8;98,8
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1969;36;11,5;5;118,7;86;67,5;135;79;17;149;65;36;805,7;67,14;67,14
El Encanto;2401510;1064300;1020600;Tausa;R. Ubat‚;1963;24;53;54;111,5;156;24,5;12;41;19;74;120;25;714;59,5;59,5
Esclusa Tol¢n;2401518;1113740;1031620;Chiquinquir ;R. Su rez;1952;38;64;100;133;117;49;0;18;53;91;151;102;916;76,33;83,27
Gutierrez;3502020;962100;1008000;Gutierrez;R. Blanco;1969;64;37,6;69,1;88,6;75,4;57,3;45,3;65,7;63,6;108,2;42,9;41,7;759,4;63,28;63,28
El Coche;2120194;1034300;1026400;Guatavita;R. Aves;2001;0;95,7;30,3;20,1;62,2;45,9;56,9;55,6;99,9;74,1;85;98,7;724,4;60,37;65,85
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1956;13;9;71;41,2;72,9;160,2;109,8;100,8;68,6;86,5;34,5;40;807,5;67,29;67,29
Guarani El Pe¤¢n;2120060;980870;976070;Sibat‚;Emb. Mu¤a;1988;33;86,2;21,6;93,2;74,6;141,3;95,1;132,2;96,4;152,4;124,2;97,3;1147,5;95,63;95,63
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogot ;R. Bogot ;2007;13,3;39,7;118,4;32,2;51,5;38,4;12,5;43,8;12,9;287,9;137,3;109;896,9;74,74;74,74
Zipaquir ;2120074;1047850;1007620;Zipaquir ;R. Negro;1984;29;28;51;75,5;49;100,5;75,5;67;97,5;55,5;52;25;705,5;58,79;58,79
El Olarte;3509504;1093500;1123540;Aquitania;Lag. Tota;1982;0;6;52,2;178,8;195,6;0;103,1;0;0;0;0;0;535,7;44,64;107,14
Sutamarch n;2401029;1113200;1050440;Sutamarch n;R. Sutamarch n;2017;62,8;53,5;184,5;130,6;129,5;96,2;3,2;38,2;16,4;79,6;175,1;32,5;1002,1;83,51;83,51
El Hato No. 5;2401056;1068490;1013862;Carmen de Carupa;R. El Hato;1990;98;196;208;330;288;287;270;169;92;371;306;84;2699;224,92;224,92
Almaviva;2120113;1029965;1005600;Ch¡a;R. Bogot ;1974;0;56,5;52;89;110;52;44;46;61;97;88;20;715,5;59,63;65,05
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;1988;38,4;107;14,8;157,1;50,3;109,3;21,4;66,7;121,2;196,6;162,5;116;1161,3;96,78;96,78
Negrete;2306308;991879;1055051;Pacho;Rionegro;2015;117,9;78,6;197,9;147,8;15,9;10,8;21,7;12,8;3,9;77,5;184,3;2;871,1;72,59;72,59
Tomin‚ Guatavita 2;3506029;1031460;1031172;Guatavita;Emb- Tomin‚;1966;1,5;29;114,5;58;20,5;53,1;27;28;26,8;63,1;143,9;111,1;676,5;56,38;56,38
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogot ;R. Bogot ;1978;0;19,4;100,8;96,8;79;60,1;34,1;16,2;68,9;91,7;25,7;9,9;602,6;50,22;54,78
Sta Rosa;3502019;960000;987700;Santafe de Bogot ;R. Blanco;1969;85;44;20,5;56;76;85;59,7;38;14;39,4;15,5;4;537,1;44,76;44,76
Tocancip ;2120104;1040820;1017940;Tocancip ;R. Bogot ;1978;4,5;31,1;47,5;92,5;58;54,5;41,5;76;70;37,5;72,5;38;623,6;51,97;51,97
Checua;2120540;1057500;1024110;Nemoc¢n;R. Checua;2014;49;35,8;52,5;29,2;44,5;39,6;26,9;21,5;21,1;60,3;82,5;55,1;518;43,17;43,17
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;1991;4;27;223;67;80;17;72;41;25;25;124;89;794;66,17;66,17
Do¤a Juana;2120630;992300;993700;Santafe de Bogot ;R. Tunjuelo;1992;18,8;31,9;23,6;67,4;37;33;63,4;53,2;51,2;14,9;105,9;22,6;522,9;43,58;43,58
Usaqu‚n;2120111;1010630;1005770;Santafe de Bogot ;R. Bogot ;1979;3;4;99;247;162;144;86;174;163;378;437;75;1972;164,33;164,33
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;1992;52,7;40,8;52,8;73,4;68,5;40,2;83,7;51,7;77;27,3;182,9;69,8;820,8;68,4;68,4
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogot ;R. Bogot ;1990;52;50,1;83,2;27,1;112,5;43,5;61,9;34,7;74,7;250,1;33,9;41,1;864,8;72,07;72,07
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;1982;51,1;81;86,7;147,3;134;31,3;39,4;43,2;59,1;122,2;59,2;43,3;897,8;74,82;74,82
Tatambo;2120636;967800;924000;Ricaurte;R. Bogot ;1991;26,2;32,3;78,1;143,7;154,5;0;30,6;23,7;153,1;30,2;107,2;33,8;813,4;67,78;73,95
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogot ;R. Bogot ;2015;53,7;32;70,7;53,8;17,3;49,7;52,8;30,8;36,7;14,6;153,7;2;567,8;47,32;47,32
El Encanto;2120138;1064300;1020600;Tausa;R. Suta;2018;54,6;125,8;102,3;151,4;0;0;0;0;0;0;0;0;434,1;36,18;108,53
Bat n;2119046;931500;967600;Pasca;R. Bat n;1999;138,7;80,9;94,7;143,3;99,9;59,2;40,3;103;95,8;170,8;105,7;58;1190,3;99,19;99,19
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;1990;54,3;29,6;84,7;118,9;79,7;16;34,2;15,2;10,4;260,8;196,9;138;1038,7;86,56;86,56
Las Villetas;3509508;1112430;1129290;Aquitania;Lag. Tota;1978;0,8;29,2;69,4;233,6;180,6;103,5;85,9;51,6;94;115,3;43,6;32,3;1039,8;86,65;86,65
Tisquesusa;2120631;1021250;977080;Facatativ ;R. Subachoque;1990;29;81,9;45,6;91,7;104;63,1;14,5;13,3;20,9;96,9;110,8;52,4;724,1;60,34;60,34
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;1964;0;0;2;62;144,5;99;127;56;57;47;37,5;11;643;53,58;64,3
El Hato No. 3;2401054;1072825;1014162;Carmen de Carupa;R. El Hato;1974;49;120;86;129;114;50;42;67;143;145;224;58;1227;102,25;102,25
Las Margaritas;2120071;1026200;980750;Subachoque;R. Subachoque;2016;10;33;67;169;118;29;76;0;122;126;181;42;973;81,08;88,45
La Uni¢n;2120055;1030640;980540;Subachoque;R. Subachoque;1996;0;0;0;0;0;34,5;68,5;45;51;135;12,5;107;453,5;37,79;64,79
La Uni¢n;2120055;1030640;980540;Subachoque;R. Subachoque;1971;126,5;119;97,5;100;174,5;56,5;32;87,5;64,5;182,5;97;53,5;1191;99,25;99,25
La Virginia;2120046;1037985;1001130;Tabio;R. Fr¡o;1952;0;0;0;0;0;173,1;84;50,3;80,1;57,4;169;66,4;680,3;56,69;97,19
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogot ;R. Bogot ;1975;1,9;73,3;77;56,1;68,3;34,5;51,8;57,3;75,8;136;79,4;93,8;805,2;67,1;67,1
El Bosque;2120085;986200;995560;Santafe de Bogot ;R. Tunjuelo;2018;50,8;19,3;99,1;193,1;0;0;0;0;0;0;0;0;362,3;30,19;90,58
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;1990;12;61,1;68,4;107,6;186,8;148,2;129,5;130,2;42;97,5;40,3;69,5;1093,1;91,09;91,09
Sta Isabel;2120176;1044050;1001070;Tabio;R. Fr¡o;1994;10,1;23,2;44,2;22,1;28,9;9,7;28,3;15,5;19;25;18;2,6;246,6;20,55;20,55
El Encanto;2401510;1064300;1020600;Tausa;R. Ubat‚;1969;53,5;20;2;165;73;43;0;0;0;0;0;0;356,5;29,71;59,42
Acandy;2120141;1051680;1019820;Nemoc¢n;R. Checua;2015;5,1;35,8;36,2;43,4;0;0;0;52,1;15,9;0;0;0;188,5;15,71;31,42
Los Tiestos;2306039;1084049;963347;La Palma;Rionegro;2015;92,7;170,6;258;276,6;46,1;55,4;68,9;12,9;82,9;110,5;137,8;5;1317,4;109,78;109,78
San Jorge;2120172;990160;987380;Soacha;R. Soacha;1967;16,4;28,9;49,6;73,1;103,3;92,7;69,2;54;48,4;66,4;84,8;18,7;705,5;58,79;58,79
La Lumbre;2120525;1003730;987701;Santafe de Bogot ;R. Tunjuelo;1966;0;27,5;42,5;47;48,5;53,9;32;16;40;82,5;39;18;446,9;37,24;40,63
Ventalarga;2120026;1053180;1002950;Zipaquir ;R. Fr¡o;1953;80;47;35,5;98;88;84;65;23;118;216;170;42;1066,5;88,88;88,88
Do¤a Juana;2120630;992300;993700;Santafe de Bogot ;R. Tunjuelo;1995;5,3;10,3;48,5;64;96,9;63,4;30,7;45,1;18,9;49,9;95,5;89,6;618,1;51,51;51,51
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;1970;64,1;47,6;21,5;56,5;102,7;102,2;110,5;68,4;79,5;107,6;39,9;12,5;813;67,75;67,75
Planadas;2120691;1050916;996822;Subachoque;R. Subachoque;2016;20,9;24;82,6;171,8;73,8;68,7;51,6;64,2;80,6;126,9;206,6;66,9;1038,6;86,55;86,55
Sutamarch n;2401029;1113200;1050440;Sutamarch n;R. Sutamarch n;2006;0;5;74,5;162;224,5;29;30,5;10;49;185,3;196;0;965,8;80,48;96,58
El Hato No. 4;2401055;1069875;1012800;Carmen de Carupa;R. El Hato;1986;32;114;45;139;89;270;142;140;118;150;116;50;1405;117,08;117,08
Torca;2120077;1021800;1005320;Santafe de Bogot ;R. Bogot ;2013;13,2;165;78,2;147,7;133,8;20,3;46,4;53,2;20,2;107,8;205,9;75,5;1067,2;88,93;88,93
